country,protocol,port,packet_size,duration_sec,vpn_connection,firewall_action,cloudflare_flag,endpoint_detected,user_id,service_target,year,month,day,hour,threat_type
2,3,21,-0.2084226370181587,2.59,0,allow,0,0,318,Formulario de denuncias,2020,6,25,0,7
1,4,53,-0.8053621848888817,3.06,0,deny,0,0,652,Portal de constancias,2019,9,25,0,6
6,0,22,-0.40421880871975585,1.78,0,allow,0,0,601,Web institucional,2020,10,4,0,4
4,2,110,1.4080896586157592,1.8,0,deny,0,0,137,Formulario de denuncias,2024,4,4,0,2
6,3,443,1.4152529331902077,1.44,0,allow,0,0,37,Portal de constancias,2019,2,9,0,2
2,1,25,1.209905728722679,0.55,0,allow,0,1,470,Formulario de denuncias,2022,6,22,0,6
2,2,21,0.40523121819294455,2.02,0,allow,0,1,538,Sistema de óptica,2021,7,27,0,0
6,1,110,-0.010238707125078668,1.01,1,allow,0,0,562,Web institucional,2019,3,28,0,2
0,1,3306,-1.435730347440365,0.08,0,alert,0,0,47,Portal de constancias,2023,1,2,0,1
2,2,443,0.5986396317030588,0.27,1,allow,0,1,23,Web institucional,2020,9,6,0,2
2,1,3306,-0.10574903478439435,1.06,0,deny,0,0,309,Web institucional,2019,6,27,0,6
0,0,21,-0.5403210256342806,3.46,0,deny,0,1,369,Sistema de óptica,2022,1,18,0,0
0,4,21,0.283455550427317,0.42,0,allow,0,1,651,Portal de constancias,2022,1,21,0,4
2,2,110,0.27151675946990256,2.8,0,deny,0,0,682,Sistema de óptica,2019,4,1,0,6
6,0,3389,-0.9247500944630263,5.43,0,deny,0,0,670,Web institucional,2019,6,27,0,1
0,1,53,-0.5212189601024175,0.71,0,allow,0,1,416,Sistema de óptica,2022,1,28,0,3
2,2,3306,0.3837413944695985,10.28,0,deny,0,0,684,Formulario de denuncias,2020,6,26,0,7
6,2,443,1.7041716743596378,0.76,0,deny,1,0,38,Portal de constancias,2024,6,19,0,0
3,2,3389,-0.7886478775485014,0.52,0,allow,0,0,445,Web institucional,2021,5,18,0,2
3,2,22,1.3125793309564435,0.85,1,allow,0,0,357,Web institucional,2020,11,5,0,2
2,3,3306,0.6058029062775074,0.12,1,allow,0,0,95,Portal de constancias,2024,8,18,0,7
3,4,21,-1.1539748808453838,1.01,0,allow,0,1,11,Sistema de óptica,2023,9,25,0,2
2,0,22,0.1449655753213093,0.07,0,alert,0,1,646,Web institucional,2019,2,17,0,1
3,4,53,1.7399880472318812,0.27,0,allow,0,0,340,Sistema de óptica,2020,11,21,0,5
6,2,80,1.5179265354239722,0.27,1,deny,0,0,506,Portal de constancias,2021,9,8,0,6
0,4,22,1.1406607411696752,2.42,0,allow,0,0,564,Formulario de denuncias,2022,3,31,0,1
4,1,53,-0.2370757353159534,0.08,0,allow,0,0,334,Web institucional,2020,1,21,0,1
3,1,443,1.2839262326586487,0.02,0,allow,0,0,81,Web institucional,2022,10,3,0,0
6,2,3306,-1.6052611790356506,0.01,0,allow,0,0,656,Sistema de óptica,2023,4,9,0,1
5,1,80,-0.4973413781875886,2.21,0,deny,1,1,517,Portal de constancias,2019,11,8,0,0
6,3,110,-1.5336284332911638,1.59,0,allow,0,0,695,Formulario de denuncias,2019,3,9,0,6
5,2,110,-1.1372605735050036,2.93,0,deny,0,0,6,Web institucional,2019,9,3,0,6
1,1,25,-1.7389756377586925,12.36,0,allow,0,1,564,Sistema de óptica,2019,6,23,0,4
3,2,53,0.19988401372541584,8.36,0,allow,0,0,472,Sistema de óptica,2020,10,3,0,7
1,2,3389,1.4701713715943143,0.45,0,allow,0,0,356,Web institucional,2019,9,3,0,0
6,2,3306,-0.2633410754222652,6.71,0,allow,0,0,646,Formulario de denuncias,2024,9,16,0,1
4,3,110,-0.12246334212477458,0.26,0,alert,0,1,645,Sistema de óptica,2022,5,12,0,5
2,3,25,1.1406607411696752,0.83,0,allow,0,0,649,Portal de constancias,2019,7,23,0,7
2,0,3306,1.193191421382299,1.51,0,deny,0,1,51,Web institucional,2022,10,7,0,7
2,4,110,0.17123091542762112,3.12,0,allow,1,0,447,Portal de constancias,2019,6,4,0,6
6,4,3306,-0.4495862143579308,0.48,0,deny,0,0,686,Web institucional,2020,10,20,0,2
3,2,443,-0.22752470255002183,0.59,0,allow,0,1,555,Portal de constancias,2020,4,8,0,3
2,3,22,1.0547014462762911,3.97,1,deny,1,1,643,Portal de constancias,2022,7,17,0,2
2,3,3389,-1.4046894909510876,0.4,0,allow,0,1,279,Sistema de óptica,2020,8,15,0,1
2,4,22,-1.1205462661646235,0.29,0,allow,0,0,281,Portal de constancias,2020,12,19,0,6
2,4,25,0.04706748947051074,0.24,0,allow,0,0,614,Portal de constancias,2023,7,19,0,3
4,1,3306,0.350312779788838,1.01,0,alert,0,0,220,Sistema de óptica,2022,3,15,0,1
1,0,53,-0.05560611276325361,1.45,0,allow,0,0,160,Web institucional,2019,5,7,0,2
2,4,443,1.4606203388283827,1.44,0,allow,1,0,246,Web institucional,2021,12,8,0,6
4,0,110,0.947252327659561,2.15,1,allow,0,1,441,Web institucional,2024,12,26,0,5
6,1,3389,0.2357003865976592,2.5,0,allow,0,0,333,Sistema de óptica,2019,11,15,0,5
2,4,3306,-1.2948526141428744,0.1,1,allow,0,0,321,Web institucional,2023,4,19,0,0
2,0,110,1.5632939410621471,0.03,0,allow,0,1,253,Sistema de óptica,2020,3,24,0,0
4,2,25,-0.8292397668037106,1.92,0,deny,0,1,604,Formulario de denuncias,2024,3,12,0,1
6,0,3389,-0.268116591805231,1.83,0,allow,1,0,641,Formulario de denuncias,2021,9,7,0,3
2,2,21,0.05423076404495942,1.46,0,deny,0,0,302,Formulario de denuncias,2024,4,6,0,1
3,3,110,1.348395703828687,0.75,0,allow,0,1,499,Portal de constancias,2021,11,8,0,7
2,4,21,1.3961508676583447,4.09,1,deny,1,1,109,Sistema de óptica,2020,5,19,0,1
2,3,3389,-0.043667321805839154,0.92,0,deny,0,1,536,Web institucional,2022,1,6,0,3
6,3,21,1.1645383230845041,2.87,0,deny,0,1,139,Web institucional,2019,8,18,0,1
5,3,443,-0.42332087425161896,1.74,0,allow,0,0,84,Sistema de óptica,2019,8,10,0,6
0,0,80,-1.0990564424412774,3.85,0,allow,0,0,495,Web institucional,2024,1,22,0,0
3,3,8080,-0.8053621848888817,0.94,0,allow,0,0,539,Web institucional,2021,1,1,0,5
2,1,443,-1.6840571993545859,0.19,0,deny,0,0,143,Sistema de óptica,2024,7,20,0,7
1,0,443,0.7442928813835152,2.27,0,allow,0,0,65,Web institucional,2019,1,19,0,0
2,1,80,0.7490683977664809,3.51,0,alert,0,0,383,Web institucional,2020,6,19,0,0
4,3,25,-0.45913724712386234,2.26,0,deny,0,0,277,Sistema de óptica,2024,3,24,0,3
1,0,110,-1.087117651483863,1.37,0,deny,0,0,39,Portal de constancias,2021,9,15,0,1
1,0,80,1.2242322778715764,0.15,1,deny,0,0,25,Web institucional,2021,4,27,0,7
2,4,22,0.33598623063994065,6.59,1,allow,0,1,192,Formulario de denuncias,2021,8,11,0,7
2,0,8080,-0.5164434437194517,10.0,0,allow,0,0,82,Formulario de denuncias,2021,9,22,0,2
6,0,3306,-0.8483418323355737,5.21,1,alert,0,0,588,Formulario de denuncias,2023,4,23,0,2
1,3,110,-0.4376474234005163,0.06,0,allow,0,1,578,Web institucional,2024,12,6,0,1
3,4,21,-0.3875045013793756,0.67,0,deny,0,1,70,Formulario de denuncias,2019,6,8,0,0
2,0,53,-1.6315265191419623,4.74,0,deny,0,1,525,Formulario de denuncias,2021,3,10,0,6
2,2,443,-0.752831504676258,1.05,0,alert,1,0,535,Sistema de óptica,2021,7,15,0,4
6,3,25,0.049455247661993634,0.28,1,alert,0,1,295,Portal de constancias,2022,4,13,0,1
3,2,3389,-0.6788110007402884,1.31,0,deny,0,0,667,Web institucional,2023,1,21,0,1
6,0,21,-1.6912204739290346,0.09,1,allow,0,0,534,Sistema de óptica,2019,8,20,0,7
6,1,110,1.5274775681899038,0.21,0,allow,0,0,131,Portal de constancias,2023,11,21,0,5
3,0,22,-0.9892195656330643,0.06,0,allow,0,0,14,Web institucional,2021,9,22,0,4
2,3,110,-1.1587503972283497,0.16,0,allow,0,0,510,Web institucional,2023,3,5,0,2
6,1,25,-1.0035461147819618,0.16,0,allow,0,0,154,Web institucional,2023,6,25,0,4
2,0,3306,-1.414240523717019,2.98,0,allow,0,0,379,Web institucional,2023,3,16,0,7
6,1,80,-0.15827971499701796,1.05,1,allow,1,1,589,Sistema de óptica,2024,7,21,0,3
1,2,22,0.8421909672343137,1.2,0,deny,0,1,21,Sistema de óptica,2022,12,1,0,1
2,3,22,1.6993961579766719,0.79,1,alert,0,0,458,Web institucional,2023,5,29,0,1
2,2,21,-0.031728530848424696,1.16,0,allow,1,0,32,Formulario de denuncias,2024,4,10,0,5
1,1,80,0.10198592787461726,2.15,0,allow,0,1,33,Web institucional,2023,10,12,0,0
1,4,443,-0.19409608786926136,1.79,0,allow,1,0,277,Formulario de denuncias,2022,1,2,0,5
2,3,3306,-0.9677297419097184,4.13,1,allow,0,0,128,Sistema de óptica,2023,5,13,0,1
4,4,22,-1.2542607248876654,3.39,0,deny,0,1,559,Sistema de óptica,2021,7,24,0,6
6,4,3306,1.6492532359555312,2.36,0,deny,0,1,25,Web institucional,2023,8,26,0,7
1,2,8080,1.5800082484025273,2.96,0,allow,0,0,648,Formulario de denuncias,2020,7,25,0,2
2,4,80,-1.0942809260583115,0.42,0,deny,0,1,97,Formulario de denuncias,2022,4,18,0,3
2,0,22,-1.550342740631544,0.23,0,allow,0,0,36,Portal de constancias,2019,1,22,0,6
2,4,443,-0.9223623362715434,1.39,0,allow,0,0,252,Web institucional,2023,9,5,0,2
2,2,110,-1.0226481803138248,0.99,1,alert,0,0,386,Sistema de óptica,2019,1,7,0,3
1,2,25,-1.3784241508447757,1.01,0,deny,0,0,288,Sistema de óptica,2024,6,22,0,1
3,3,53,0.5150680950011576,0.36,0,allow,0,1,402,Web institucional,2022,12,28,0,1
1,4,8080,-0.6000149804213529,0.6,0,deny,0,1,473,Portal de constancias,2023,6,17,0,6
6,2,80,0.5246191277670891,1.09,0,allow,0,1,346,Sistema de óptica,2024,1,5,0,5
5,2,3389,-0.3660146776560296,1.47,0,alert,0,0,571,Portal de constancias,2019,6,29,0,7
4,1,80,0.5341701605330207,3.55,0,deny,0,0,75,Web institucional,2021,2,20,0,4
2,3,25,1.0069462824466333,2.08,0,allow,0,0,476,Web institucional,2019,1,20,0,7
2,0,80,-0.4734637962727597,2.37,1,allow,0,0,633,Portal de constancias,2019,9,20,0,4
6,4,21,-0.46630052169831104,2.61,0,allow,0,0,201,Formulario de denuncias,2019,7,7,0,5
1,1,80,0.6798234102134771,1.32,1,allow,0,1,462,Portal de constancias,2020,1,27,0,7
2,3,3306,0.15690436627872376,1.85,0,allow,0,1,219,Portal de constancias,2022,12,23,0,3
6,2,53,1.6373144449981167,2.43,0,allow,0,0,500,Formulario de denuncias,2022,2,12,0,2
3,4,8080,0.8923338892554545,0.63,0,allow,0,0,330,Formulario de denuncias,2022,5,7,0,5
4,0,21,-1.149199364462418,1.81,1,allow,0,0,379,Sistema de óptica,2023,11,17,0,4
2,3,3389,0.25241469393803945,1.12,0,alert,0,1,200,Web institucional,2023,1,9,0,3
3,2,3306,-0.5594230911661439,2.95,0,allow,1,0,664,Web institucional,2023,6,26,0,2
2,4,80,-1.218444352015422,1.97,0,deny,0,1,396,Formulario de denuncias,2020,11,9,0,4
2,0,3306,-1.149199364462418,1.72,0,alert,0,0,437,Web institucional,2022,3,7,0,0
2,0,443,-0.19409608786926136,2.97,0,allow,0,0,92,Formulario de denuncias,2022,3,19,0,0
2,0,80,0.9209869875532491,1.41,0,allow,0,0,632,Portal de constancias,2021,7,29,0,3
2,1,8080,-1.2900770977599088,0.7,1,deny,0,0,53,Sistema de óptica,2019,2,4,0,4
0,4,25,-0.4424229397834821,4.5,1,allow,0,0,583,Web institucional,2023,10,8,0,5
2,4,53,-1.636302035524928,1.69,0,allow,0,0,39,Web institucional,2019,3,20,0,5
2,3,8080,-0.4710760380812768,0.35,0,allow,0,1,507,Sistema de óptica,2019,8,12,0,6
5,2,22,0.371802603512184,1.98,0,allow,0,1,247,Formulario de denuncias,2021,12,2,0,4
3,4,80,-1.1921790119091102,4.12,0,allow,0,0,53,Portal de constancias,2024,6,17,0,3
2,3,110,1.3340691546797896,1.42,0,allow,0,0,261,Web institucional,2019,11,18,0,2
6,1,22,0.28106779223583417,2.33,1,allow,0,1,257,Web institucional,2020,12,19,0,0
3,1,22,-0.5665863657405925,4.57,0,deny,0,0,478,Sistema de óptica,2019,2,24,0,7
1,1,3306,-1.3617098435043955,0.74,1,allow,0,0,688,Formulario de denuncias,2023,12,4,0,2
5,0,21,0.19510849734245003,2.11,0,deny,0,0,654,Portal de constancias,2019,11,27,0,0
3,0,110,-0.7122396154210489,1.21,0,alert,0,0,596,Web institucional,2021,10,17,0,1
4,1,110,1.6635797851044285,1.0,0,allow,0,0,568,Formulario de denuncias,2024,5,14,0,1
1,1,21,-0.05083059638028783,1.01,0,allow,0,0,508,Web institucional,2022,7,29,0,0
1,4,25,0.6344560045753022,0.13,0,allow,0,1,306,Portal de constancias,2022,10,3,0,7
4,0,3306,-0.7361171973358778,3.75,0,deny,0,1,226,Web institucional,2020,5,16,0,4
1,1,25,-0.6191170459532161,5.75,1,allow,0,0,288,Formulario de denuncias,2020,4,15,0,2
2,2,8080,1.2146812451056448,0.41,1,allow,0,0,156,Web institucional,2022,1,1,0,7
4,0,8080,0.6058029062775074,0.04,1,alert,0,0,244,Sistema de óptica,2021,2,16,0,2
2,4,8080,-1.641077551907894,1.26,0,alert,0,0,300,Web institucional,2019,11,23,0,4
6,2,25,-1.2112810774409732,1.13,0,allow,0,0,484,Portal de constancias,2022,6,13,0,0
4,1,21,1.541804117338801,2.52,1,allow,0,0,158,Web institucional,2023,1,23,0,7
1,4,3306,-0.6979130662721515,0.82,0,allow,0,1,235,Formulario de denuncias,2020,10,27,0,1
2,4,53,-0.7265661645699463,4.28,0,allow,0,0,256,Formulario de denuncias,2023,2,3,0,3
2,3,110,1.477334646168763,0.62,0,deny,0,1,97,Sistema de óptica,2022,4,3,0,7
0,1,80,1.0952933355315002,0.12,1,allow,0,0,603,Sistema de óptica,2023,3,29,0,7
6,3,3389,1.3579467365946185,1.88,0,allow,0,0,443,Sistema de óptica,2022,1,2,0,3
3,3,8080,0.1258635097894462,1.23,1,allow,0,0,13,Web institucional,2021,4,9,0,0
2,3,53,0.9711299095743899,6.5,0,allow,0,0,136,Sistema de óptica,2019,6,3,0,0
2,2,80,-1.2232198683983877,7.43,0,allow,0,0,440,Web institucional,2022,8,3,0,7
0,1,21,-1.6768939247801373,1.82,0,deny,0,0,407,Formulario de denuncias,2019,9,5,0,3
4,0,80,-1.660179617439757,2.72,1,allow,0,0,60,Sistema de óptica,2019,7,26,0,1
2,0,3306,-0.9772807746756499,0.99,0,alert,0,1,25,Formulario de denuncias,2019,7,28,0,4
2,1,22,-0.19887160425222714,0.0,0,alert,0,1,537,Portal de constancias,2024,7,13,0,2
2,2,22,-0.48301482903869125,5.04,0,deny,0,0,636,Web institucional,2024,6,7,0,7
4,3,80,0.8636807909576598,2.78,0,allow,0,0,163,Sistema de óptica,2020,3,14,0,6
2,1,443,-0.974893016484167,2.01,1,allow,0,1,399,Formulario de denuncias,2020,12,4,0,6
0,4,110,-1.3855874254192244,4.14,0,allow,0,0,47,Sistema de óptica,2024,2,16,0,4
4,3,3389,0.2691290012784197,0.13,0,deny,0,0,649,Portal de constancias,2019,12,25,0,6
2,4,25,1.2433343434034396,2.87,0,allow,0,0,91,Web institucional,2024,11,12,0,6
2,2,22,-0.32064727201785465,3.46,0,allow,0,0,339,Formulario de denuncias,2019,8,11,0,5
4,4,8080,-0.9939950820160302,0.08,0,alert,0,1,483,Formulario de denuncias,2023,2,14,0,5
2,2,22,-0.1511164404225693,0.66,0,deny,0,0,276,Web institucional,2019,2,18,0,5
2,0,22,0.6081906644689904,0.65,0,deny,0,1,30,Formulario de denuncias,2019,12,1,0,3
0,1,3306,1.5561306664876984,3.41,0,allow,0,0,238,Formulario de denuncias,2019,10,1,0,1
4,0,3389,0.8445787254257966,4.06,0,alert,1,1,273,Formulario de denuncias,2019,12,2,0,1
2,3,110,-0.0603816291462194,2.63,0,deny,0,0,388,Web institucional,2020,2,23,0,5
3,4,8080,-0.6000149804213529,0.32,0,allow,1,0,514,Portal de constancias,2022,1,23,0,6
2,0,8080,-0.9175868198885776,3.8,0,deny,0,1,370,Formulario de denuncias,2019,8,8,0,2
1,4,21,-0.4400351815919992,0.21,0,allow,0,0,257,Sistema de óptica,2022,9,14,0,5
1,2,80,1.2719874417012342,2.93,1,deny,0,1,452,Portal de constancias,2024,10,12,0,0
2,4,110,-0.16783074776294954,0.37,0,allow,0,0,271,Portal de constancias,2019,3,4,0,2
3,2,53,-0.19409608786926136,0.05,1,allow,0,0,321,Sistema de óptica,2022,9,29,0,4
4,3,25,-1.2351586593558022,2.7,0,allow,0,0,186,Sistema de óptica,2020,4,8,0,5
2,3,8080,1.3579467365946185,3.73,0,allow,0,1,524,Formulario de denuncias,2020,11,2,0,6
1,4,53,-0.07470817829511675,5.52,0,deny,0,0,313,Formulario de denuncias,2023,6,22,0,3
4,1,22,-1.57183256435489,2.14,1,deny,0,1,332,Formulario de denuncias,2021,11,10,0,1
3,0,8080,-1.1850157373346615,3.32,0,deny,0,0,649,Web institucional,2022,9,21,0,5
6,4,110,1.035599380744428,0.68,0,deny,0,1,371,Sistema de óptica,2024,4,8,0,6
1,4,3389,-0.27289210818819676,2.65,0,allow,0,1,556,Sistema de óptica,2020,4,27,0,2
2,4,80,0.059006280427925197,0.03,1,allow,0,0,32,Web institucional,2019,7,27,0,5
6,2,8080,0.11392471883203172,0.36,0,allow,0,1,96,Portal de constancias,2020,8,14,0,2
2,1,3306,1.6086613467003221,0.15,0,allow,0,0,58,Web institucional,2024,6,19,0,6
2,4,53,-1.6291387609504795,0.55,0,allow,0,1,566,Sistema de óptica,2021,2,17,0,2
0,1,3389,0.6965377175538573,6.03,0,allow,0,0,57,Web institucional,2023,8,15,0,2
4,3,443,-0.18693281329481268,0.23,0,allow,0,0,50,Portal de constancias,2023,5,10,0,0
4,0,25,-1.3784241508447757,0.12,0,deny,0,0,175,Web institucional,2020,3,19,0,0
1,0,8080,-1.1563626390368669,3.15,0,allow,0,1,525,Portal de constancias,2023,11,8,0,2
3,4,53,-1.1468116062709353,1.24,0,allow,0,0,385,Sistema de óptica,2019,6,13,0,2
4,3,25,0.3216596814910433,2.44,0,allow,0,0,228,Web institucional,2021,10,18,0,2
1,3,110,-0.6453823860595279,2.76,0,allow,0,0,57,Formulario de denuncias,2023,3,28,0,3
0,2,53,-0.06515714552918518,0.7,0,allow,0,1,688,Web institucional,2023,5,10,0,5
2,3,21,-0.9223623362715434,1.7,0,allow,0,1,546,Sistema de óptica,2019,8,11,0,6
2,3,22,0.9066604384043518,0.89,0,allow,0,0,315,Sistema de óptica,2023,4,14,0,6
2,2,3306,0.9854564587232872,1.94,1,allow,0,0,339,Sistema de óptica,2020,6,15,0,1
2,0,3306,1.5035999862750749,1.16,1,alert,0,0,532,Portal de constancias,2019,2,25,0,6
5,2,8080,-0.8674438978674369,1.16,0,allow,0,0,353,Sistema de óptica,2021,4,14,0,5
2,4,80,1.2624364089353028,3.69,1,allow,0,1,269,Sistema de óptica,2021,10,30,0,3
6,0,21,1.3078038145734776,1.01,1,allow,0,0,266,Formulario de denuncias,2019,3,29,0,4
6,2,3306,-0.8387907995696422,1.37,0,allow,0,1,402,Portal de constancias,2022,12,25,0,1
1,0,25,1.4391305151050366,2.3,0,allow,1,1,305,Sistema de óptica,2024,11,8,0,1
0,4,110,0.5556599842563668,0.51,0,allow,0,0,32,Portal de constancias,2024,2,7,0,2
2,4,80,0.5198436113841234,0.41,0,alert,0,1,564,Portal de constancias,2024,1,12,0,5
4,1,22,-1.0345869712712392,0.19,0,allow,0,1,46,Portal de constancias,2021,11,6,0,3
1,4,21,0.6726601356390284,0.4,0,alert,0,0,176,Web institucional,2022,7,25,0,6
2,1,443,-1.1706891881857642,0.76,0,allow,0,1,430,Formulario de denuncias,2020,6,5,0,1
2,2,8080,0.727578574043135,0.37,1,allow,1,0,293,Web institucional,2023,6,7,0,2
1,1,110,0.9281502621276979,2.95,1,allow,0,0,362,Sistema de óptica,2023,2,26,0,4
2,3,3389,-1.349771052546981,2.64,0,deny,0,0,373,Sistema de óptica,2019,1,27,0,7
2,3,110,-1.617199969993065,1.49,0,alert,0,0,205,Sistema de óptica,2023,2,26,0,7
2,4,80,1.2146812451056448,2.26,1,deny,1,0,387,Web institucional,2023,5,1,0,0
2,0,25,0.4768639639374313,6.05,1,allow,0,1,603,Web institucional,2023,9,16,0,7
4,2,3389,-0.48301482903869125,2.82,0,allow,0,1,645,Web institucional,2022,3,23,0,0
4,2,21,-0.49256586180462286,1.58,0,allow,0,0,55,Portal de constancias,2019,3,17,0,5
2,0,53,1.6874573670192574,1.39,0,alert,0,1,478,Portal de constancias,2023,8,15,0,2
3,1,22,-0.45913724712386234,5.17,0,allow,1,0,398,Sistema de óptica,2023,2,7,0,5
6,1,3389,-0.3278105465923033,1.37,0,allow,0,0,503,Web institucional,2019,10,2,0,4
4,4,110,0.6034151480860246,2.9,0,deny,0,1,65,Web institucional,2023,11,6,0,3
6,1,3306,0.41955776734184186,0.09,0,deny,0,1,523,Web institucional,2024,9,5,0,1
2,0,110,0.5007415458522602,1.0,0,alert,1,0,511,Sistema de óptica,2020,3,18,0,7
2,2,80,-1.4046894909510876,0.73,0,deny,0,1,654,Sistema de óptica,2019,7,18,0,7
2,3,3389,-1.177852462760213,6.23,0,allow,0,1,547,Portal de constancias,2023,3,19,0,4
3,3,80,0.9138237129788005,1.62,1,allow,0,0,452,Formulario de denuncias,2024,9,23,0,5
6,1,22,0.615353939043439,2.76,0,allow,0,1,676,Portal de constancias,2022,5,19,0,6
4,2,8080,0.2118228046828303,1.52,0,allow,0,0,382,Sistema de óptica,2021,6,1,0,7
2,0,443,1.0427626553188767,1.55,0,allow,0,1,75,Formulario de denuncias,2024,1,7,0,1
1,4,110,-1.4882610276529888,2.0,0,deny,0,1,400,Web institucional,2023,6,21,0,1
2,4,80,-0.01501422350804445,0.77,0,alert,0,0,446,Formulario de denuncias,2023,2,2,0,0
3,4,22,1.2433343434034396,0.71,0,deny,1,0,180,Formulario de denuncias,2023,8,20,0,2
1,3,443,1.2051302123397134,4.14,0,alert,0,0,346,Sistema de óptica,2020,2,1,0,6
2,3,3306,0.7848847706387243,0.04,0,deny,0,1,415,Portal de constancias,2022,3,23,0,7
3,1,443,-0.4710760380812768,7.56,0,deny,0,0,4,Formulario de denuncias,2023,8,14,0,1
4,4,3389,1.36749776936055,4.66,1,deny,0,0,299,Sistema de óptica,2020,1,6,0,6
5,1,110,-1.0489135204201367,0.9,0,deny,0,0,662,Sistema de óptica,2019,8,3,0,4
6,0,3389,-0.5092801691450031,0.38,1,deny,0,0,137,Formulario de denuncias,2019,9,19,0,4
0,4,53,-1.5837713553123045,0.04,0,alert,1,1,228,Formulario de denuncias,2024,4,24,0,5
6,1,80,0.68221116840496,1.93,1,deny,0,0,666,Web institucional,2019,6,18,0,3
0,2,80,0.4792517221289142,0.18,0,allow,0,0,354,Portal de constancias,2022,7,19,0,0
6,3,21,0.10198592787461726,0.85,0,alert,0,0,94,Sistema de óptica,2023,12,24,0,6
1,2,3389,1.0905178191485345,0.73,0,allow,0,0,658,Sistema de óptica,2023,10,27,0,3
2,4,3389,0.5102925786181918,0.3,0,allow,0,0,424,Sistema de óptica,2022,1,10,0,6
6,0,3306,-0.7886478775485014,0.85,0,allow,0,0,260,Portal de constancias,2019,2,13,0,4
1,4,21,1.300640539999029,3.12,0,alert,0,0,659,Portal de constancias,2019,3,23,0,7
2,3,110,0.25002693574655654,0.66,1,allow,0,1,25,Sistema de óptica,2022,12,28,0,6
4,0,53,-0.9008725125481973,0.73,0,allow,0,1,293,Formulario de denuncias,2022,5,14,0,3
4,0,53,-0.2872186573370941,1.46,0,deny,0,0,492,Web institucional,2021,10,6,0,5
2,0,80,-0.5379332674427978,0.29,1,allow,1,0,69,Web institucional,2023,12,1,0,2
3,4,8080,1.6611920269129457,0.07,0,deny,0,1,201,Portal de constancias,2024,2,18,0,6
6,0,21,-1.7413633959501753,0.09,0,deny,0,0,548,Sistema de óptica,2023,8,16,0,5
3,1,3306,-0.9892195656330643,9.31,0,alert,0,0,336,Portal de constancias,2023,12,23,0,6
2,2,3389,1.343620187445721,0.85,1,deny,0,0,406,Sistema de óptica,2022,1,11,0,0
2,1,3306,-1.727036846801278,0.33,0,allow,0,1,430,Web institucional,2024,12,10,0,4
2,3,25,1.3961508676583447,0.43,0,alert,0,0,91,Sistema de óptica,2021,12,10,0,7
2,0,25,1.4940489535091432,2.97,0,allow,0,0,637,Portal de constancias,2022,5,14,0,2
4,0,25,-0.5713618821235583,2.86,0,allow,0,1,388,Web institucional,2020,6,18,0,6
2,1,443,-0.2108103952096416,0.76,0,allow,0,1,56,Portal de constancias,2024,6,28,0,4
4,4,53,1.3507834620201697,0.0,0,allow,0,0,286,Sistema de óptica,2021,10,24,0,2
3,0,53,-1.3569343271214298,0.67,0,deny,0,0,673,Portal de constancias,2021,7,5,0,7
4,3,25,-0.5474843002087294,2.99,0,allow,0,0,116,Web institucional,2019,11,22,0,0
0,1,53,-1.6124244536100991,0.54,0,allow,0,1,276,Formulario de denuncias,2019,4,15,0,7
4,0,25,0.4744762057459484,4.42,1,deny,0,0,498,Formulario de denuncias,2020,12,23,0,2
6,0,3389,-0.45913724712386234,2.58,0,allow,0,0,606,Formulario de denuncias,2019,1,25,0,7
2,1,22,1.570457215636596,0.98,0,alert,0,0,328,Sistema de óptica,2020,3,2,0,2
2,3,53,0.5413334351074693,0.51,0,alert,0,0,562,Formulario de denuncias,2021,8,5,0,4
3,3,3306,1.1573750485100556,0.94,0,allow,0,0,684,Portal de constancias,2019,6,24,0,6
2,1,80,0.572374291596747,0.87,0,deny,0,1,258,Portal de constancias,2021,8,8,0,7
0,4,80,0.8541297581917282,5.75,0,alert,0,0,163,Portal de constancias,2023,8,16,0,1
6,1,110,1.324518121913858,2.66,1,allow,0,0,504,Sistema de óptica,2021,4,16,0,3
5,1,25,0.8398032090428309,2.6,0,deny,0,0,335,Sistema de óptica,2024,1,15,0,2
0,4,8080,0.19272073915096716,1.8,1,deny,0,1,360,Sistema de óptica,2020,11,20,0,0
0,3,3389,0.41955776734184186,1.87,1,allow,0,0,277,Web institucional,2020,9,17,0,7
6,0,53,1.5131510190410065,10.56,1,deny,0,1,448,Web institucional,2020,8,20,0,4
6,0,110,1.697008399785189,1.15,0,allow,0,0,137,Formulario de denuncias,2023,10,21,0,3
2,1,21,-0.6047904968043187,1.29,0,allow,0,0,511,Sistema de óptica,2022,3,1,0,5
5,0,80,-0.8913214797822658,0.54,0,allow,0,1,256,Sistema de óptica,2024,10,4,0,5
0,4,21,-0.3516881285071322,2.21,0,allow,0,0,210,Sistema de óptica,2019,10,3,0,7
6,3,443,-0.5236067182939005,4.35,0,allow,0,1,573,Portal de constancias,2023,3,22,0,3
6,3,3306,-0.6238925623361818,1.97,0,allow,0,1,166,Formulario de denuncias,2020,8,11,0,0
1,4,21,-1.526465158716715,1.47,0,deny,0,0,262,Sistema de óptica,2024,5,14,0,2
1,4,25,-1.4428936220148139,0.27,0,allow,0,1,693,Portal de constancias,2019,5,2,0,7
2,2,8080,-0.4376474234005163,3.17,0,deny,0,1,456,Formulario de denuncias,2021,6,22,0,3
